,0
"(62, 63)",0.0
"(62, 64)",10.0617
"(62, 65)",0.0
"(62, 66)",0.0
"(62, 67)",10.0617
"(62, 68)",0.0
"(62, 69)",0.0
"(62, 70)",10.0617
"(62, 71)",5.1067
"(62, 72)",5.1067
"(62, 73)",5.1067
"(62, 74)",5.1067
"(62, 75)",5.1067
"(62, 96)",23.2333
"(62, 97)",23.2333
"(62, 98)",23.2333
"(63, 0)",10.0617
"(63, 1)",13.2917
"(63, 2)",13.2917
"(63, 3)",13.2917
"(63, 4)",13.2917
"(63, 5)",13.2917
"(63, 17)",23.2333
"(63, 18)",23.2333
"(63, 19)",10.0617
"(63, 20)",23.2333
"(63, 21)",23.2333
"(63, 22)",10.0617
"(63, 23)",23.2333
"(63, 24)",23.2333
"(63, 25)",10.0617
"(63, 26)",23.2333
"(63, 27)",23.2333
"(63, 28)",21.775
"(63, 29)",21.775
"(63, 30)",21.775
"(63, 31)",21.775
"(63, 32)",21.775
"(63, 33)",10.0617
"(63, 34)",19.1167
"(63, 35)",19.1167
"(63, 36)",19.1167
"(63, 37)",10.0617
"(63, 38)",10.0617
"(63, 39)",19.1167
"(63, 40)",19.1167
"(63, 41)",19.1167
"(63, 42)",10.0617
"(63, 43)",9.21
"(63, 44)",9.21
"(63, 45)",8.645
"(63, 46)",8.645
"(63, 47)",8.645
"(63, 48)",8.645
"(63, 49)",8.645
"(63, 62)",0.0
"(63, 63)",0.0
"(63, 64)",10.0617
"(63, 65)",0.0
"(63, 66)",0.0
"(63, 67)",10.0617
"(63, 68)",0.0
"(63, 69)",0.0
"(63, 70)",10.0617
"(63, 71)",5.1067
"(63, 72)",5.1067
"(63, 73)",5.1067
"(63, 74)",5.1067
"(63, 75)",5.1067
"(63, 96)",23.2333
"(63, 97)",23.2333
"(63, 98)",23.2333
"(64, 0)",0.0
"(64, 1)",13.8983
"(64, 2)",13.8983
"(64, 3)",13.8983
"(64, 4)",13.8983
"(64, 5)",13.8983
"(64, 17)",23.7383
"(64, 18)",23.7383
"(64, 19)",0.0
"(64, 20)",23.7383
"(64, 21)",23.7383
"(64, 22)",0.0
"(64, 23)",23.7383
"(64, 24)",23.7383
"(64, 25)",0.0
"(64, 26)",23.7383
"(64, 27)",23.7383
"(64, 28)",22.28
"(64, 29)",22.28
"(64, 30)",22.28
"(64, 31)",22.28
"(64, 32)",22.28
"(64, 33)",0.0
"(64, 34)",16.8933
"(64, 35)",16.8933
"(64, 36)",16.8933
"(64, 37)",0.0
"(64, 38)",0.0
"(64, 39)",16.8933
"(64, 40)",16.8933
"(64, 41)",16.8933
"(64, 42)",0.0
"(64, 43)",11.2267
"(64, 44)",11.2267
"(64, 45)",4.595
"(64, 46)",4.595
"(64, 47)",4.595
"(64, 48)",4.595
"(64, 49)",4.595
"(64, 62)",9.9617
"(64, 63)",9.9617
"(64, 64)",0.0
"(64, 65)",9.9617
"(64, 66)",9.9617
"(64, 67)",0.0
"(64, 68)",9.9617
"(64, 69)",9.9617
"(64, 70)",0.0
"(64, 71)",7.37
"(64, 72)",7.37
"(64, 73)",7.37
"(64, 74)",7.37
"(64, 75)",7.37
"(64, 96)",23.7383
"(64, 97)",23.7383
"(64, 98)",23.7383
"(65, 0)",10.0617
"(65, 1)",13.2917
"(65, 2)",13.2917
"(65, 3)",13.2917
"(65, 4)",13.2917
"(65, 5)",13.2917
"(65, 17)",23.2333
"(65, 18)",23.2333
"(65, 19)",10.0617
"(65, 20)",23.2333
"(65, 21)",23.2333
"(65, 22)",10.0617
"(65, 23)",23.2333
"(65, 24)",23.2333
"(65, 25)",10.0617
"(65, 26)",23.2333
"(65, 27)",23.2333
"(65, 28)",21.775
"(65, 29)",21.775
"(65, 30)",21.775
"(65, 31)",21.775
"(65, 32)",21.775
"(65, 33)",10.0617
"(65, 34)",19.1167
"(65, 35)",19.1167
"(65, 36)",19.1167
"(65, 37)",10.0617
"(65, 38)",10.0617
"(65, 39)",19.1167
"(65, 40)",19.1167
"(65, 41)",19.1167
"(65, 42)",10.0617
"(65, 43)",9.21
"(65, 44)",9.21
"(65, 45)",8.645
"(65, 46)",8.645
"(65, 47)",8.645
"(65, 48)",8.645
"(65, 49)",8.645
"(65, 62)",0.0
"(65, 63)",0.0
"(65, 64)",10.0617
"(65, 65)",0.0
"(65, 66)",0.0
"(65, 67)",10.0617
"(65, 68)",0.0
"(65, 69)",0.0
"(65, 70)",10.0617
"(65, 71)",5.1067
"(65, 72)",5.1067
"(65, 73)",5.1067
"(65, 74)",5.1067
"(65, 75)",5.1067
"(65, 96)",23.2333
"(65, 97)",23.2333
"(65, 98)",23.2333
"(66, 0)",10.0617
"(66, 1)",13.2917
"(66, 2)",13.2917
"(66, 3)",13.2917
"(66, 4)",13.2917
"(66, 5)",13.2917
"(66, 17)",23.2333
"(66, 18)",23.2333
"(66, 19)",10.0617
"(66, 20)",23.2333
"(66, 21)",23.2333
"(66, 22)",10.0617
"(66, 23)",23.2333
"(66, 24)",23.2333
"(66, 25)",10.0617
"(66, 26)",23.2333
"(66, 27)",23.2333
"(66, 28)",21.775
"(66, 29)",21.775
"(66, 30)",21.775
"(66, 31)",21.775
"(66, 32)",21.775
"(66, 33)",10.0617
"(66, 34)",19.1167
"(66, 35)",19.1167
"(66, 36)",19.1167
"(66, 37)",10.0617
"(66, 38)",10.0617
"(66, 39)",19.1167
"(66, 40)",19.1167
"(66, 41)",19.1167
"(66, 42)",10.0617
"(66, 43)",9.21
"(66, 44)",9.21
"(66, 45)",8.645
"(66, 46)",8.645
"(66, 47)",8.645
"(66, 48)",8.645
"(66, 49)",8.645
"(66, 62)",0.0
"(66, 63)",0.0
"(66, 64)",10.0617
"(66, 65)",0.0
"(66, 66)",0.0
"(66, 67)",10.0617
"(66, 68)",0.0
"(66, 69)",0.0
"(66, 70)",10.0617
"(66, 71)",5.1067
"(66, 72)",5.1067
"(66, 73)",5.1067
"(66, 74)",5.1067
"(66, 75)",5.1067
"(66, 96)",23.2333
"(66, 97)",23.2333
"(66, 98)",23.2333
"(67, 0)",0.0
"(67, 1)",13.8983
"(67, 2)",13.8983
"(67, 3)",13.8983
"(67, 4)",13.8983
"(67, 5)",13.8983
"(67, 17)",23.7383
"(67, 18)",23.7383
"(67, 19)",0.0
"(67, 20)",23.7383
"(67, 21)",23.7383
"(67, 22)",0.0
"(67, 23)",23.7383
"(67, 24)",23.7383
"(67, 25)",0.0
"(67, 26)",23.7383
"(67, 27)",23.7383
"(67, 28)",22.28
"(67, 29)",22.28
"(67, 30)",22.28
"(67, 31)",22.28
"(67, 32)",22.28
"(67, 33)",0.0
"(67, 34)",16.8933
"(67, 35)",16.8933
"(67, 36)",16.8933
"(67, 37)",0.0
"(67, 38)",0.0
"(67, 39)",16.8933
"(67, 40)",16.8933
"(67, 41)",16.8933
"(67, 42)",0.0
"(67, 43)",11.2267
"(67, 44)",11.2267
"(67, 45)",4.595
"(67, 46)",4.595
"(67, 47)",4.595
"(67, 48)",4.595
"(67, 49)",4.595
"(67, 62)",9.9617
"(67, 63)",9.9617
"(67, 64)",0.0
"(67, 65)",9.9617
"(67, 66)",9.9617
"(67, 67)",0.0
"(67, 68)",9.9617
"(67, 69)",9.9617
"(67, 70)",0.0
"(67, 71)",7.37
"(67, 72)",7.37
"(67, 73)",7.37
"(67, 74)",7.37
"(67, 75)",7.37
"(67, 96)",23.7383
"(67, 97)",23.7383
"(67, 98)",23.7383
"(68, 0)",10.0617
"(68, 1)",13.2917
"(68, 2)",13.2917
"(68, 3)",13.2917
"(68, 4)",13.2917
"(68, 5)",13.2917
"(68, 17)",23.2333
"(68, 18)",23.2333
"(68, 19)",10.0617
"(68, 20)",23.2333
"(68, 21)",23.2333
"(68, 22)",10.0617
"(68, 23)",23.2333
"(68, 24)",23.2333
"(68, 25)",10.0617
"(68, 26)",23.2333
"(68, 27)",23.2333
"(68, 28)",21.775
"(68, 29)",21.775
"(68, 30)",21.775
"(68, 31)",21.775
"(68, 32)",21.775
"(68, 33)",10.0617
"(68, 34)",19.1167
"(68, 35)",19.1167
"(68, 36)",19.1167
"(68, 37)",10.0617
"(68, 38)",10.0617
"(68, 39)",19.1167
"(68, 40)",19.1167
"(68, 41)",19.1167
"(68, 42)",10.0617
"(68, 43)",9.21
"(68, 44)",9.21
"(68, 45)",8.645
"(68, 46)",8.645
"(68, 47)",8.645
"(68, 48)",8.645
"(68, 49)",8.645
"(68, 62)",0.0
"(68, 63)",0.0
"(68, 64)",10.0617
"(68, 65)",0.0
"(68, 66)",0.0
"(68, 67)",10.0617
"(68, 68)",0.0
"(68, 69)",0.0
"(68, 70)",10.0617
"(68, 71)",5.1067
"(68, 72)",5.1067
"(68, 73)",5.1067
"(68, 74)",5.1067
"(68, 75)",5.1067
"(68, 96)",23.2333
"(68, 97)",23.2333
"(68, 98)",23.2333
"(69, 0)",10.0617
"(69, 1)",13.2917
"(69, 2)",13.2917
"(69, 3)",13.2917
"(69, 4)",13.2917
"(69, 5)",13.2917
"(69, 17)",23.2333
"(69, 18)",23.2333
"(69, 19)",10.0617
"(69, 20)",23.2333
"(69, 21)",23.2333
"(69, 22)",10.0617
"(69, 23)",23.2333
"(69, 24)",23.2333
"(69, 25)",10.0617
"(69, 26)",23.2333
"(69, 27)",23.2333
"(69, 28)",21.775
"(69, 29)",21.775
"(69, 30)",21.775
"(69, 31)",21.775
"(69, 32)",21.775
"(69, 33)",10.0617
"(69, 34)",19.1167
"(69, 35)",19.1167
"(69, 36)",19.1167
"(69, 37)",10.0617
"(69, 38)",10.0617
"(69, 39)",19.1167
"(69, 40)",19.1167
"(69, 41)",19.1167
"(69, 42)",10.0617
"(69, 43)",9.21
"(69, 44)",9.21
"(69, 45)",8.645
"(69, 46)",8.645
"(69, 47)",8.645
"(69, 48)",8.645
"(69, 49)",8.645
"(69, 62)",0.0
"(69, 63)",0.0
"(69, 64)",10.0617
"(69, 65)",0.0
"(69, 66)",0.0
"(69, 67)",10.0617
"(69, 68)",0.0
"(69, 69)",0.0
"(69, 70)",10.0617
"(69, 71)",5.1067
"(69, 72)",5.1067
"(69, 73)",5.1067
"(69, 74)",5.1067
"(69, 75)",5.1067
"(69, 96)",23.2333
"(69, 97)",23.2333
"(69, 98)",23.2333
"(70, 0)",0.0
"(70, 1)",13.8983
"(70, 2)",13.8983
"(70, 3)",13.8983
"(70, 4)",13.8983
"(70, 5)",13.8983
"(70, 17)",23.7383
"(70, 18)",23.7383
"(70, 19)",0.0
"(70, 20)",23.7383
"(70, 21)",23.7383
"(70, 22)",0.0
"(70, 23)",23.7383
"(70, 24)",23.7383
"(70, 25)",0.0
"(70, 26)",23.7383
"(70, 27)",23.7383
"(70, 28)",22.28
"(70, 29)",22.28
"(70, 30)",22.28
"(70, 31)",22.28
"(70, 32)",22.28
"(70, 33)",0.0
"(70, 34)",16.8933
"(70, 35)",16.8933
"(70, 36)",16.8933
"(70, 37)",0.0
"(70, 38)",0.0
"(70, 39)",16.8933
"(70, 40)",16.8933
"(70, 41)",16.8933
"(70, 42)",0.0
"(70, 43)",11.2267
"(70, 44)",11.2267
"(70, 45)",4.595
"(70, 46)",4.595
"(70, 47)",4.595
"(70, 48)",4.595
"(70, 49)",4.595
"(70, 62)",9.9617
"(70, 63)",9.9617
"(70, 64)",0.0
"(70, 65)",9.9617
"(70, 66)",9.9617
"(70, 67)",0.0
"(70, 68)",9.9617
"(70, 69)",9.9617
"(70, 70)",0.0
"(70, 71)",7.37
"(70, 72)",7.37
"(70, 73)",7.37
"(70, 74)",7.37
"(70, 75)",7.37
"(70, 96)",23.7383
"(70, 97)",23.7383
"(70, 98)",23.7383
"(71, 0)",7.375
"(71, 1)",11.615
"(71, 2)",11.615
"(71, 3)",11.615
"(71, 4)",11.615
"(71, 5)",11.615
"(71, 17)",21.5567
"(71, 18)",21.5567
"(71, 19)",7.375
"(71, 20)",21.5567
"(71, 21)",21.5567
"(71, 22)",7.375
"(71, 23)",21.5567
"(71, 24)",21.5567
"(71, 25)",7.375
"(71, 26)",21.5567
"(71, 27)",21.5567
"(71, 28)",20.0983
"(71, 29)",20.0983
"(71, 30)",20.0983
"(71, 31)",20.0983
"(71, 32)",20.0983
"(71, 33)",7.375
"(71, 34)",17.44
"(71, 35)",17.44
"(71, 36)",17.44
"(71, 37)",7.375
"(71, 38)",7.375
"(71, 39)",17.44
"(71, 40)",17.44
"(71, 41)",17.44
"(71, 42)",7.375
"(71, 43)",5.045
"(71, 44)",5.045
"(71, 45)",6.0567
"(71, 46)",6.0567
"(71, 47)",6.0567
"(71, 48)",6.0567
"(71, 49)",6.0567
"(71, 62)",5.2017
"(71, 63)",5.2017
"(71, 64)",7.375
"(71, 65)",5.2017
"(71, 66)",5.2017
"(71, 67)",7.375
"(71, 68)",5.2017
"(71, 69)",5.2017
"(71, 70)",7.375
"(71, 71)",0.0
"(71, 72)",0.0
"(71, 73)",0.0
"(71, 74)",0.0
"(71, 75)",0.0
"(71, 96)",21.5567
"(71, 97)",21.5567
"(71, 98)",21.5567
"(72, 0)",7.375
"(72, 1)",11.615
"(72, 2)",11.615
"(72, 3)",11.615
"(72, 4)",11.615
"(72, 5)",11.615
"(72, 17)",21.5567
"(72, 18)",21.5567
"(72, 19)",7.375
"(72, 20)",21.5567
"(72, 21)",21.5567
"(72, 22)",7.375
"(72, 23)",21.5567
"(72, 24)",21.5567
"(72, 25)",7.375
"(72, 26)",21.5567
"(72, 27)",21.5567
"(72, 28)",20.0983
"(72, 29)",20.0983
"(72, 30)",20.0983
"(72, 31)",20.0983
"(72, 32)",20.0983
"(72, 33)",7.375
"(72, 34)",17.44
"(72, 35)",17.44
"(72, 36)",17.44
"(72, 37)",7.375
"(72, 38)",7.375
"(72, 39)",17.44
"(72, 40)",17.44
"(72, 41)",17.44
"(72, 42)",7.375
"(72, 43)",5.045
"(72, 44)",5.045
"(72, 45)",6.0567
"(72, 46)",6.0567
"(72, 47)",6.0567
"(72, 48)",6.0567
"(72, 49)",6.0567
"(72, 62)",5.2017
"(72, 63)",5.2017
"(72, 64)",7.375
"(72, 65)",5.2017
"(72, 66)",5.2017
"(72, 67)",7.375
"(72, 68)",5.2017
"(72, 69)",5.2017
"(72, 70)",7.375
"(72, 71)",0.0
"(72, 72)",0.0
"(72, 73)",0.0
"(72, 74)",0.0
"(72, 75)",0.0
"(72, 96)",21.5567
"(72, 97)",21.5567
"(72, 98)",21.5567
"(73, 0)",7.375
"(73, 1)",11.615
"(73, 2)",11.615
"(73, 3)",11.615
"(73, 4)",11.615
"(73, 5)",11.615
"(73, 17)",21.5567
"(73, 18)",21.5567
"(73, 19)",7.375
"(73, 20)",21.5567
"(73, 21)",21.5567
"(73, 22)",7.375
"(73, 23)",21.5567
"(73, 24)",21.5567
"(73, 25)",7.375
"(73, 26)",21.5567
"(73, 27)",21.5567
"(73, 28)",20.0983
"(73, 29)",20.0983
"(73, 30)",20.0983
"(73, 31)",20.0983
"(73, 32)",20.0983
"(73, 33)",7.375
"(73, 34)",17.44
"(73, 35)",17.44
"(73, 36)",17.44
"(73, 37)",7.375
"(73, 38)",7.375
"(73, 39)",17.44
"(73, 40)",17.44
"(73, 41)",17.44
"(73, 42)",7.375
"(73, 43)",5.045
"(73, 44)",5.045
"(73, 45)",6.0567
"(73, 46)",6.0567
"(73, 47)",6.0567
"(73, 48)",6.0567
"(73, 49)",6.0567
"(73, 62)",5.2017
"(73, 63)",5.2017
"(73, 64)",7.375
"(73, 65)",5.2017
"(73, 66)",5.2017
"(73, 67)",7.375
"(73, 68)",5.2017
"(73, 69)",5.2017
"(73, 70)",7.375
"(73, 71)",0.0
"(73, 72)",0.0
"(73, 73)",0.0
"(73, 74)",0.0
"(73, 75)",0.0
"(73, 96)",21.5567
"(73, 97)",21.5567
"(73, 98)",21.5567
"(74, 0)",7.375
"(74, 1)",11.615
"(74, 2)",11.615
"(74, 3)",11.615
"(74, 4)",11.615
"(74, 5)",11.615
"(74, 17)",21.5567
"(74, 18)",21.5567
"(74, 19)",7.375
"(74, 20)",21.5567
"(74, 21)",21.5567
"(74, 22)",7.375
"(74, 23)",21.5567
"(74, 24)",21.5567
"(74, 25)",7.375
"(74, 26)",21.5567
"(74, 27)",21.5567
"(74, 28)",20.0983
"(74, 29)",20.0983
"(74, 30)",20.0983
"(74, 31)",20.0983
"(74, 32)",20.0983
"(74, 33)",7.375
"(74, 34)",17.44
"(74, 35)",17.44
"(74, 36)",17.44
"(74, 37)",7.375
"(74, 38)",7.375
"(74, 39)",17.44
"(74, 40)",17.44
"(74, 41)",17.44
"(74, 42)",7.375
"(74, 43)",5.045
"(74, 44)",5.045
"(74, 45)",6.0567
"(74, 46)",6.0567
"(74, 47)",6.0567
"(74, 48)",6.0567
"(74, 49)",6.0567
"(74, 62)",5.2017
"(74, 63)",5.2017
"(74, 64)",7.375
"(74, 65)",5.2017
"(74, 66)",5.2017
"(74, 67)",7.375
"(74, 68)",5.2017
"(74, 69)",5.2017
"(74, 70)",7.375
"(74, 71)",0.0
"(74, 72)",0.0
"(74, 73)",0.0
"(74, 74)",0.0
"(74, 75)",0.0
"(74, 96)",21.5567
"(74, 97)",21.5567
"(74, 98)",21.5567
"(75, 0)",7.375
"(75, 1)",11.615
"(75, 2)",11.615
"(75, 3)",11.615
"(75, 4)",11.615
"(75, 5)",11.615
"(75, 17)",21.5567
"(75, 18)",21.5567
"(75, 19)",7.375
"(75, 20)",21.5567
"(75, 21)",21.5567
"(75, 22)",7.375
"(75, 23)",21.5567
"(75, 24)",21.5567
"(75, 25)",7.375
"(75, 26)",21.5567
"(75, 27)",21.5567
"(75, 28)",20.0983
"(75, 29)",20.0983
"(75, 30)",20.0983
"(75, 31)",20.0983
"(75, 32)",20.0983
"(75, 33)",7.375
"(75, 34)",17.44
"(75, 35)",17.44
"(75, 36)",17.44
"(75, 37)",7.375
"(75, 38)",7.375
"(75, 39)",17.44
"(75, 40)",17.44
"(75, 41)",17.44
"(75, 42)",7.375
"(75, 43)",5.045
"(75, 44)",5.045
"(75, 45)",6.0567
"(75, 46)",6.0567
"(75, 47)",6.0567
"(75, 48)",6.0567
"(75, 49)",6.0567
"(75, 62)",5.2017
"(75, 63)",5.2017
"(75, 64)",7.375
"(75, 65)",5.2017
"(75, 66)",5.2017
"(75, 67)",7.375
"(75, 68)",5.2017
"(75, 69)",5.2017
"(75, 70)",7.375
"(75, 71)",0.0
"(75, 72)",0.0
"(75, 73)",0.0
"(75, 74)",0.0
"(75, 75)",0.0
"(75, 96)",21.5567
"(75, 97)",21.5567
"(75, 98)",21.5567
"(96, 0)",23.8533
"(96, 1)",12.315
"(96, 2)",12.315
"(96, 3)",12.315
"(96, 4)",12.315
"(96, 5)",12.315
"(96, 17)",0.0
"(96, 18)",0.0
"(96, 19)",23.8533
"(96, 20)",0.0
"(96, 21)",0.0
"(96, 22)",23.8533
"(96, 23)",0.0
"(96, 24)",0.0
"(96, 25)",23.8533
"(96, 26)",0.0
"(96, 27)",0.0
"(96, 28)",6.545
"(96, 29)",6.545
"(96, 30)",6.545
"(96, 31)",6.545
"(96, 32)",6.545
"(96, 33)",23.8533
"(96, 34)",17.3517
"(96, 35)",17.3517
"(96, 36)",17.3517
"(96, 37)",23.8533
"(96, 38)",23.8533
"(96, 39)",17.3517
"(96, 40)",17.3517
"(96, 41)",17.3517
"(96, 42)",23.8533
"(96, 43)",25.94
"(96, 44)",25.94
"(96, 45)",20.72
"(96, 46)",20.72
"(96, 47)",20.72
"(96, 48)",20.72
"(96, 49)",20.72
"(96, 62)",23.8867
"(96, 63)",23.8867
"(96, 64)",23.8533
"(96, 65)",23.8867
"(96, 66)",23.8867
"(96, 67)",23.8533
"(96, 68)",23.8867
"(96, 69)",23.8867
"(96, 70)",23.8533
"(96, 71)",21.8367
"(96, 72)",21.8367
"(96, 73)",21.8367
"(96, 74)",21.8367
"(96, 75)",21.8367
"(96, 96)",0.0
"(96, 97)",0.0
"(96, 98)",0.0
"(97, 0)",23.8533
"(97, 1)",12.315
"(97, 2)",12.315
"(97, 3)",12.315
"(97, 4)",12.315
"(97, 5)",12.315
"(97, 17)",0.0
"(97, 18)",0.0
"(97, 19)",23.8533
"(97, 20)",0.0
"(97, 21)",0.0
"(97, 22)",23.8533
"(97, 23)",0.0
"(97, 24)",0.0
"(97, 25)",23.8533
"(97, 26)",0.0
"(97, 27)",0.0
"(97, 28)",6.545
"(97, 29)",6.545
"(97, 30)",6.545
"(97, 31)",6.545
"(97, 32)",6.545
"(97, 33)",23.8533
"(97, 34)",17.3517
"(97, 35)",17.3517
"(97, 36)",17.3517
"(97, 37)",23.8533
"(97, 38)",23.8533
"(97, 39)",17.3517
"(97, 40)",17.3517
"(97, 41)",17.3517
"(97, 42)",23.8533
"(97, 43)",25.94
"(97, 44)",25.94
"(97, 45)",20.72
"(97, 46)",20.72
"(97, 47)",20.72
"(97, 48)",20.72
"(97, 49)",20.72
"(97, 62)",23.8867
"(97, 63)",23.8867
"(97, 64)",23.8533
"(97, 65)",23.8867
"(97, 66)",23.8867
"(97, 67)",23.8533
"(97, 68)",23.8867
"(97, 69)",23.8867
"(97, 70)",23.8533
"(97, 71)",21.8367
"(97, 72)",21.8367
"(97, 73)",21.8367
"(97, 74)",21.8367
"(97, 75)",21.8367
"(97, 96)",0.0
"(97, 97)",0.0
"(97, 98)",0.0
"(98, 0)",23.8533
"(98, 1)",12.315
"(98, 2)",12.315
"(98, 3)",12.315
"(98, 4)",12.315
"(98, 5)",12.315
"(98, 17)",0.0
"(98, 18)",0.0
"(98, 19)",23.8533
"(98, 20)",0.0
"(98, 21)",0.0
"(98, 22)",23.8533
"(98, 23)",0.0
"(98, 24)",0.0
"(98, 25)",23.8533
"(98, 26)",0.0
"(98, 27)",0.0
"(98, 28)",6.545
"(98, 29)",6.545
"(98, 30)",6.545
"(98, 31)",6.545
"(98, 32)",6.545
"(98, 33)",23.8533
"(98, 34)",17.3517
"(98, 35)",17.3517
"(98, 36)",17.3517
"(98, 37)",23.8533
"(98, 38)",23.8533
"(98, 39)",17.3517
"(98, 40)",17.3517
"(98, 41)",17.3517
"(98, 42)",23.8533
"(98, 43)",25.94
"(98, 44)",25.94
"(98, 45)",20.72
"(98, 46)",20.72
"(98, 47)",20.72
"(98, 48)",20.72
"(98, 49)",20.72
"(98, 62)",23.8867
"(98, 63)",23.8867
"(98, 64)",23.8533
"(98, 65)",23.8867
"(98, 66)",23.8867
"(98, 67)",23.8533
"(98, 68)",23.8867
"(98, 69)",23.8867
"(98, 70)",23.8533
"(98, 71)",21.8367
"(98, 72)",21.8367
"(98, 73)",21.8367
"(98, 74)",21.8367
"(98, 75)",21.8367
"(98, 96)",0.0
"(98, 97)",0.0
"(98, 98)",0.0
